Country,Culture,Language,Genre_Album,Year,SampleAudio,CatalogNumber,songurls_Album,Instrument,Distance,Outlier
Uganda,,,World,2007.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40537/SFW40537_01.mp3,SFW40537_101,http://www.folkways.si.edu/vilimina-nakiranda-and-the-bakuseka-majja-group-kibaale-village/olumbe-lubiibi-death-is-bad/world/music/track/smithsonian,nan,70.0841535565,1
United States of America,,,World,1989.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15007/HRT15007_04.mp3,HRT15007_104,http://www.folkways.si.edu/rhythm-devils/the-beast/world/music/track/smithsonian,nan,36.5287848684,1
Philippines,Magindanao,,World,1955.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04536/FW04536_1_15.mp3,FW04536_115,http://www.folkways.si.edu/kulintang-player-of-basalan-gong-ensemble/tidtu-mode-on-the-kulintang-danden-style/world/music/track/smithsonian,Kulintang,272.363462557,1
Germany,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06843/FW06843_02.mp3,FW06843_102,http://www.folkways.si.edu/martha-schlamme/drobn-am-bergal-da/world/music/track/smithsonian,Vocals,30.038596026,0
Poland,,,World,1996.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71325/MON71325_01.mp3,MON71325_101,http://www.folkways.si.edu/the-silesian-song-and-dance-ensemble/ondraszek-the-outlaw/world/music/track/smithsonian,nan,36.3023814983,1
Germany,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06843/FW06843_12.mp3,FW06843_206,http://www.folkways.si.edu/martha-schlamme/die-gedanken-sind-frei/world/music/track/smithsonian,Vocals,23.6702984175,0
Poland,,,World,1996.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71325/MON71325_11.mp3,MON71325_111,http://www.folkways.si.edu/the-silesian-song-and-dance-ensemble/starzyk-the-old-man/world/music/track/smithsonian,nan,18.6790828001,0
Poland,,,World,1996.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71325/MON71325_03.mp3,MON71325_103,http://www.folkways.si.edu/the-silesian-song-and-dance-ensemble/bajtel-a-miners-dance/world/music/track/smithsonian,nan,23.7546854143,0
Germany,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06843/FW06843_10.mp3,FW06843_204,http://www.folkways.si.edu/martha-schlamme/yodel-song/world/music/track/smithsonian,Vocals,29.7993266838,0
Germany,,German,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08788/FW08788_01.mp3,FW08788_101,http://www.folkways.si.edu/ernst-wolff/o-alte-burschenherrlichkeit/world/music/track/smithsonian,Vocals,32.1760975625,0
Germany,,German,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08788/FW08788_21.mp3,FW08788_209,http://www.folkways.si.edu/ernst-wolff/lob-der-edlen-musica/world/music/track/smithsonian,Vocals,32.343136058,0
Germany,German,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61398/MON61398_09.mp3,MON61398_109,http://www.folkways.si.edu/arne-dorumsgaard/wenn-ich-ein-voglein-war/world/music/track/smithsonian,nan,16.3818497517,0
Germany,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06843/FW06843_11.mp3,FW06843_205,http://www.folkways.si.edu/martha-schlamme/der-schwere-traum/world/music/track/smithsonian,Vocals,43.7795649724,1
United States of America,Romani,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00479/MON00479_06.mp3,MON00479_202,http://www.folkways.si.edu/mirko-basaldella/gypsy-lullaby/world/music/track/smithsonian,Guitar,51.4566307843,1
Poland,,,World,1996.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71325/MON71325_02.mp3,MON71325_102,http://www.folkways.si.edu/the-silesian-song-and-dance-ensemble/gdybym-to-ja-maila-if-i-had/world/music/track/smithsonian,nan,19.5862487435,0
Germany,,German,World,1963.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW03072/FW03072_11.mp3,FW03072_203,http://www.folkways.si.edu/wolfgang-roth/wenn-alle-bruennlein-when-all-the-brooks-are-flowing/world/music/track/smithsonian,Vocals,19.8245064268,0
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61409/MON61409_07.mp3,MON61409_107,http://www.folkways.si.edu/bolek-zawadzki/zorawie-cranes/world/music/track/smithsonian,Vocals,29.0060701972,0
Poland,,,World,1995.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71598/MON71598_01.mp3,MON71598_101,http://www.folkways.si.edu/the-kaszowski-brothers/a-girls-dream-dziewczce-marzenia/world/music/track/smithsonian,Accordion,56.4241691563,1
Germany,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06843/FW06843_07.mp3,FW06843_201,http://www.folkways.si.edu/martha-schlamme/muss-i-denn/world/music/track/smithsonian,Vocals,34.4358878227,0
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00435/MON00435_03.mp3,MON00435_103,http://www.folkways.si.edu/bolek-zawadzki/cicha-woda-still-waters/world/music/track/smithsonian,nan,26.1555164017,0
Ukraine,,,World,1961.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08705/FW08705_04.mp3,FW08705_104,http://www.folkways.si.edu/paul-konoplenko-zaporozetz/oh-my-mother-told-me/world/music/track/smithsonian,Kobza,163.065673451,1
Uganda,Tooro,Tooro,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR135B/ILAMTR135B_02.mp3,ILAMTR135B_102,http://www.folkways.si.edu/yosamu-kanagwa-and-tooro-men/obalemege/track/smithsonian,Vocals,111.901817646,1
Sweden,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00440/MON00440_02.mp3,MON00440_102,http://www.folkways.si.edu/saga-sjoberg/liksom-en-herdinna-hogtidskladd-like-a-shepherdess-in-her-sunday-finery/world/music/track/smithsonian,Vocals,28.0331943001,0
United States of America,,English,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08775/FW08775_12.mp3,FW08775_201,http://www.folkways.si.edu/the-grail-singers/el-venado-y-la-venada/world/music/track/smithsonian,nan,11.7136081884,0
Ghana,,,World,1976.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08858/FW08858_10.mp3,FW08858_202,http://www.folkways.si.edu/adenkum/world/music/track/smithsonian,nan,50.8716241192,1
Ghana,Ewe,,World,1982.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04259/FW04259_03.mp3,FW04259_103,http://www.folkways.si.edu/ewe-female-singers-dancers/aivihe-plain-mourning-songs/world/music/track/smithsonian,nan,31.2513475662,0
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00605/MON00605_07.mp3,MON00605_201,http://www.folkways.si.edu/leszek-kobylinski-with-jan-wojnar-and-his-ensemble/little-bit-of-warsaw-kamyczek-z-warszawy/world/music/track/smithsonian,nan,19.925534414,0
Poland,,,World,1996.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71325/MON71325_08.mp3,MON71325_108,http://www.folkways.si.edu/the-silesian-song-and-dance-ensemble/trojak-a-silesian-dance/world/music/track/smithsonian,nan,23.1262034141,0
Poland,,,World,1995.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71598/MON71598_20.mp3,MON71598_120,http://www.folkways.si.edu/the-kaszowski-brothers/village-courtship-zaloty-wiejskie/world/music/track/smithsonian,Accordion,33.9953227544,0
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00435/MON00435_04.mp3,MON00435_104,http://www.folkways.si.edu/bolek-zawadzki/bandoska-peasants-prayer/world/music/track/smithsonian,nan,53.1919957493,1
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00605/MON00605_12.mp3,MON00605_206,http://www.folkways.si.edu/leszek-kobylinski-with-jan-wojnar-and-his-ensemble/midnight-blues-fortepian-i-ja/world/music/track/smithsonian,nan,33.152084373,1
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00435/MON00435_05.mp3,MON00435_105,http://www.folkways.si.edu/bolek-zawadzki/cygan-gypsy/world/music/track/smithsonian,nan,30.0135373793,0
Ghana,Ewe,,World,1982.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04259/FW04259_02.mp3,FW04259_102,http://www.folkways.si.edu/ewe-male-drummers-mixed-singers/gogodzi-mourning-song-2/world/music/track/smithsonian,nan,32.3827603506,0
Ghana,,,World,1998.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15016/HRT15016_13.mp3,HRT15016_113,http://www.folkways.si.edu/ashanti-atumpan/world/music/track/smithsonian,nan,89.8436482011,1
United States of America,,,World,1989.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15007/HRT15007_11.mp3,HRT15007_111,http://www.folkways.si.edu/rhythm-devils/napalm-for-breakfast/world/music/track/smithsonian,nan,97.989372064,1
India,,,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04409/FW04409_03.mp3,FW04409_103,http://www.folkways.si.edu/male-singers-violinist-vani-and-mirdam-players/tamil-folk-song/world/music/track/smithsonian,Drum cymbals,17.2783123904,0
Ghana,,,World,1976.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08858/FW08858_04.mp3,FW08858_104,http://www.folkways.si.edu/fontomfrom-drumming-chiefs-state-music/world/music/track/smithsonian,Drum,103.587138606,1
Ghana,,,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08859/FW08859_15.mp3,FW08859_208,http://www.folkways.si.edu/kolomashie/world/music/track/smithsonian,nan,69.6167867591,1
Sweden,,,World,1974.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71761/MON71761_07.mp3,MON71761_107,http://www.folkways.si.edu/william-clauson/haverp-brudmarsch-bridal-march/world/music/track/smithsonian,nan,102.935115815,1
Ghana,,,World,1998.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15016/HRT15016_04.mp3,HRT15016_104,http://www.folkways.si.edu/igbo-lamellaphones-bottle-knife-drum-ngedegwu/world/music/track/smithsonian,nan,33.2713828361,1
Poland,,,World,1995.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71598/MON71598_02.mp3,MON71598_102,http://www.folkways.si.edu/the-kaszowski-brothers/mountain-polka-polka-goralska/world/music/track/smithsonian,Accordion,70.2627084317,1
Poland,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06848/FW06848_11.mp3,FW06848_207,http://www.folkways.si.edu/filip-fanfara/where-were-you-johnny/world/music/track/smithsonian,nan,29.5181922906,0
Poland,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06848/FW06848_09.mp3,FW06848_205,http://www.folkways.si.edu/krosno-ensemble/johnny-sits-on-a-chestnut-horse-mountain-song/world/music/track/smithsonian,nan,27.0404480442,0
Ghana,Fanti,Akan,World,1996.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40463/SFW40463_12.mp3,SFW40463_112,http://www.folkways.si.edu/twerrampon-traditionals/osode/world/music/track/smithsonian,Drum,49.6990180302,0
Nigeria,,,World,1988.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15000/HRT15000_05.mp3,HRT15000_105,http://www.folkways.si.edu/babatunde-olatunji/orere/world/music/track/smithsonian,nan,37.7536927102,0
United States of America,,English,World,1963.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08773/FW08773_06.mp3,FW08773_106,http://www.folkways.si.edu/the-pennywhistlers/roll-on-columbia/world/music/track/smithsonian,Vocals,11.9022796517,0
Ghana,,,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08859/FW08859_11.mp3,FW08859_204,http://www.folkways.si.edu/akora-anuma/world/music/track/smithsonian,nan,35.2158307204,0
Sweden,,,World,1974.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71761/MON71761_03.mp3,MON71761_103,http://www.folkways.si.edu/william-clauson/ebbes-polka/world/music/track/smithsonian,nan,34.9458944135,0
Poland,,,World,1996.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71325/MON71325_05.mp3,MON71325_105,http://www.folkways.si.edu/the-silesian-song-and-dance-ensemble/zalotnice-i-swat-wooers-and-matchmakers/world/music/track/smithsonian,nan,23.7212001108,0
Nigeria,Tangale,,World,1971.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04532/FW04532_2_02.mp3,FW04532_302,http://www.folkways.si.edu/music-of-the-tangale-people-tangale-war-dance-bid-bid-music/world/music/track/smithsonian,nan,91.447274515,1
Ghana,Ga,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04291/FW04291_17.mp3,FW04291_208,http://www.folkways.si.edu/nungua-adowafoi-naa-botele-naa-tawia-naa-akwete-nii-adokwei/me-baa-ha-akye-oo/world/music/track/smithsonian,nan,41.7902110017,0
Ghana,Ashanti,,World,1979.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04240/FW04240_05.mp3,FW04240_201,http://www.folkways.si.edu/sikyi/sikyi/world/music/track/smithsonian,Adendenmma,74.8965964245,1
Ghana,Ga,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04291/FW04291_20.mp3,FW04291_211,http://www.folkways.si.edu/nungua-adowafoi-naa-botele-naa-tawia-naa-akwete-nii-adokwei/owuo-nni-monna-ee/world/music/track/smithsonian,nan,33.9520522424,0
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61409/MON61409_01.mp3,MON61409_101,http://www.folkways.si.edu/bolek-zawadzki/mlode-serce-young-heart/world/music/track/smithsonian,Vocals,31.940846429,0
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00605/MON00605_03.mp3,MON00605_103,http://www.folkways.si.edu/leszek-kobylinski-with-jan-wojnar-and-his-ensemble/i-see-warsaw-in-my-dreams-warszawa-miasto-moich-marzen/world/music/track/smithsonian,nan,23.3758478911,0
United States of America,Romani,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61463/MON61463_10.mp3,MON61463_110,http://www.folkways.si.edu/howard-frye/hassipico/world/music/track/smithsonian,Accordion,52.0753771709,0
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00605/MON00605_01.mp3,MON00605_101,http://www.folkways.si.edu/leszek-kobylinski-with-jan-wojnar-and-his-ensemble/sentimental-journey-sentymentalna-podroz/world/music/track/smithsonian,nan,35.8965668683,0
United States of America,Anglo-American,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08847/FW08847_04.mp3,FW08847_104,http://www.folkways.si.edu/richard-carlin/epping-forest/world/music/track/smithsonian,Piano,119.801340342,1
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00435/MON00435_12.mp3,MON00435_206,http://www.folkways.si.edu/bolek-zawadzki/czerwony-pas-red-belt/world/music/track/smithsonian,nan,51.3871225259,0
Poland,,,World,1996.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71325/MON71325_10.mp3,MON71325_110,http://www.folkways.si.edu/the-silesian-song-and-dance-ensemble/hej-kolo-cieszyna-near-cieszyn/world/music/track/smithsonian,nan,25.6101069556,0
Nigeria,,,World,1989.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15005/HRT15005_03.mp3,HRT15005_103,http://www.folkways.si.edu/babatunde-olatunji/ife-loju-laiye/world/music/track/smithsonian,nan,76.2015567774,1
Ghana,Akan,,World,1976.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08858/FW08858_05.mp3,FW08858_105,http://www.folkways.si.edu/kete-drumming/world/music/track/smithsonian,Drum,111.654034404,1
Ghana,,,World,1976.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08858/FW08858_08.mp3,FW08858_108,http://www.folkways.si.edu/lobi-dancers/world/music/track/smithsonian,nan,32.1405018058,1
Ghana,Ewe,,World,1964.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08859/FW08859_07.mp3,FW08859_107,http://www.folkways.si.edu/agbaja-percussions-and-ritual-chants/world/music/track/smithsonian,nan,35.5103422934,0
India,,,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04409/FW04409_01.mp3,FW04409_101,http://www.folkways.si.edu/male-singer-instrumentalists/folk-song-from-west-bengal/world/music/track/smithsonian,Flute,25.7854839558,0
Poland,,,World,1995.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71598/MON71598_10.mp3,MON71598_110,http://www.folkways.si.edu/the-kaszowski-brothers/for-young-couples-dla-mlodez-pary/world/music/track/smithsonian,Accordion,24.123618641,0
Poland,,,World,1996.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71325/MON71325_06.mp3,MON71325_106,http://www.folkways.si.edu/the-silesian-song-and-dance-ensemble/pod-moim-okienkiem-under-my-window/world/music/track/smithsonian,nan,36.3687372672,1
United States of America,,English,World,1963.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08773/FW08773_10.mp3,FW08773_203,http://www.folkways.si.edu/the-pennywhistlers/woke-up-this-mornin/world/music/track/smithsonian,Vocals,29.1354087498,0
Norway,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04008/FW04008_12.mp3,FW04008_205,http://www.folkways.si.edu/eivind-groven/springar-dance/world/music/track/smithsonian,Hardanger fiddle,93.8219899399,1
Vietnam,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00731/MON00731_08.mp3,MON00731_202,http://www.folkways.si.edu/vietnamese-national-song-and-dance-ensemble/ly-con-sao-song-of-the-blackbird/world/music/track/smithsonian,nan,75.0468977629,1
Sweden,,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08471/FW08471_13.mp3,FW08471_204,http://www.folkways.si.edu/o-gruppen-ceylon-ceylon-wallin-gert-olsson-bengt-lindroth-and-stephan-olstrom/waltz-from-roslagen-after-albin-wallin-vals-fran-roslagen-efter-albin-wallin/world/music/track/smithsonian,nan,30.1789395113,0
Ghana,Fanti,,World,1981.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04257/FW04257_04.mp3,FW04257_104,http://www.folkways.si.edu/adzewa-womens-group-recorded-in-cape-coast/fanti/world/music/track/smithsonian,nan,23.2070269087,0
Vietnam,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00731/MON00731_10.mp3,MON00731_204,http://www.folkways.si.edu/vietnamese-national-song-and-dance-ensemble/tieng-dan-ta-lu-when-the-ta-lu-sounds/world/music/track/smithsonian,nan,35.6936075916,0
