Country,Culture,Language,Genre_Album,Year,SampleAudio,CatalogNumber,songurls_Album,Instrument,Distance,Outlier
Philippines,,,World,1962.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00372/MON00372_17.mp3,MON00372_207,http://www.folkways.si.edu/bayanihan-philippine-dance-company/leron-leron-sinta-dear-little-leron/world/music/track/smithsonian,nan,37.119260712,0
Ukraine,,,World,1951.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04443/FW04443_07.mp3,FW04443_203,http://www.folkways.si.edu/folk-song-the-wind-from-the-field/world/music/track/smithsonian,nan,25.1804332773,0
Philippines,Magindanao,Arabic,World,1955.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04536/FW04536_2_04.mp3,FW04536_204,http://www.folkways.si.edu/muslim-chant/lasib/world/music/track/smithsonian,Vocals,62.766920245,1
Sweden,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00333/MON00333_02.mp3,MON00333_102,http://www.folkways.si.edu/saga-sjoberg-and-arne-dorumsgaard/gladjens-blomster-flowers-of-happiness/world/music/track/smithsonian,nan,30.0579995456,0
South Africa,,Afrikaans,World,1961.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW88710/FW88710_06.mp3,FW88710_106,http://www.folkways.si.edu/shimon-ash/aai-aai-die-witboskraai/world/music/track/smithsonian,Vocals,21.7224539807,0
Ukraine,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00426/MON00426_11.mp3,MON00426_204,http://www.folkways.si.edu/olga-pavlova/oi-ty-divchyno-zaruchenaya-betrothed-maiden/world/music/track/smithsonian,nan,36.3180024728,0
Ukraine,,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00797/MON00797_09.mp3,MON00797_204,http://www.folkways.si.edu/kobzari/tsvite-teren-the-flower-of-the-thornbush/world/music/track/smithsonian,nan,88.451949745,1
Philippines,,,World,1991.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71322/MON71322_02.mp3,MON71322_102,http://www.folkways.si.edu/bayanihan-philippine-dance-company/singkil/world/music/track/smithsonian,nan,72.2173181538,1
Ukraine,,,World,1995.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71301/MON71301_18.mp3,MON71301_118,http://www.folkways.si.edu/the-ukrainian-bandura-players/ukrainian-folk-dance/world/music/track/smithsonian,Bandurria,31.8333261359,0
Philippines,Hanunoo,Hanunoo,World,1953.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04466/FW04466_06.mp3,FW04466_106,http://www.folkways.si.edu/hanunoo-boy/kaskas-and-timpara/world/music/track/smithsonian,nan,73.7496987116,1
Philippines,,,World,1962.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00372/MON00372_16.mp3,MON00372_206,http://www.folkways.si.edu/bayanihan-philippine-dance-company/sa-kabukiran-in-our-village/world/music/track/smithsonian,nan,26.9456400744,0
Philippines,Magindanao,,World,1955.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04536/FW04536_1_14.mp3,FW04536_114,http://www.folkways.si.edu/gongs-from-the-basalan-gong-ensemble/tidtu-mode-on-the-babandil-dabakan-and-agung/world/music/track/smithsonian,Agung,98.5341466716,1
Japan,,,World,1955.0,http://media.smithsonianfolkways.org/audio/samples/cook/COOK01132/COOK01132_04.mp3,COOK01132_201,http://www.folkways.si.edu/shinichi-yuize/rokudan-16th-century-kengyo-yatsuhashi/world/music/track/smithsonian,Koto,47.0752941154,1
Germany,German,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61399/MON61399_11.mp3,MON61399_111,http://www.folkways.si.edu/georg-stern-willie-hofmann-und-will-hohne/hamburg-ist-ein-schones-stadtchen-wo-die-nordeseewellen-auf-der-reeperbahn-nachts-um-halb-eins/world/music/track/smithsonian,nan,27.4276265925,0
Germany,,German,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW03071/FW03071_07.mp3,FW03071_107,http://www.folkways.si.edu/wolfgang-roth/landsknechte-in-italy-wir-zogen-in-das-feld/world/music/track/smithsonian,Vocals,28.7038655758,0
Kenya,,,World,1975.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08715/FW08715_07.mp3,FW08715_201,http://www.folkways.si.edu/david-nzomo/nzinanga-call-and-response/world/music/track/smithsonian,nan,21.8653224195,0
Philippines,Magindanao,,World,1955.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04536/FW04536_1_27.mp3,FW04536_127,http://www.folkways.si.edu/kubing/batunan-ta-sa-lutang/world/music/track/smithsonian,Kubing (Jew&#39;s harp),107.133659191,1
Germany,,German,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW03071/FW03071_09.mp3,FW03071_109,http://www.folkways.si.edu/wolfgang-roth/die-bauernarmee-des-florian-geyer-the-peasant-army-of-florian-geyer/world/music/track/smithsonian,Vocals,20.6673747104,0
Ukraine,,,World,1995.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71301/MON71301_19.mp3,MON71301_119,http://www.folkways.si.edu/the-ukrainian-bandura-players/oi-spivanochki-moye-my-little-songs/world/music/track/smithsonian,Bandurria,34.8395725141,0
Germany,,German,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08788/FW08788_11.mp3,FW08788_111,http://www.folkways.si.edu/ernst-wolff/alt-heidelberg/world/music/track/smithsonian,Vocals,49.6761570035,1
Ukraine,,,World,1995.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71301/MON71301_09.mp3,MON71301_109,http://www.folkways.si.edu/the-ukrainian-bandura-players/oi-divchina-shumit-hai-oh-maiden-the-frost-rustles/world/music/track/smithsonian,Bandurria,68.8201996901,1
Germany,German,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61399/MON61399_03.mp3,MON61399_103,http://www.folkways.si.edu/georg-stern-willie-hofmann-und-will-hohne/auf-der-schabschen-eisebahne-bodenseelied-frei-nach-dem-lied-das-ist-der-ging-gang-gondele/world/music/track/smithsonian,nan,16.6494318893,0
Germany,,German,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08788/FW08788_12.mp3,FW08788_112,http://www.folkways.si.edu/ernst-wolff/freut-euch-des-lebens/world/music/track/smithsonian,Vocals,44.6399592226,0
Ukraine,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71446/MON71446_08.mp3,MON71446_108,http://www.folkways.si.edu/michael-skorr-and-his-ukrainian-ensemble/kozatchok/world/music/track/smithsonian,Accordion,55.6051568313,1
Russia,,Russian,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00703/MON00703_03.mp3,MON00703_103,http://www.folkways.si.edu/alexander-zelkin/meadowland-polyushko-polye/world/music/track/smithsonian,nan,70.6343340416,1
Ukraine,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71446/MON71446_12.mp3,MON71446_112,http://www.folkways.si.edu/michael-skorr-and-his-ukrainian-ensemble/two-step/world/music/track/smithsonian,Accordion,43.7647342637,1
Germany,,German,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW03071/FW03071_22.mp3,FW03071_210,http://www.folkways.si.edu/wolfgang-roth/wiegenlied-aus-dem-dreissigjaehrigen-krieg-lullaby-of-the-thirty-years-war-horch-kind-horch-wie-der-sturmwind-weht/world/music/track/smithsonian,Vocals,28.6082162231,0
Germany,,,World,1956.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06922/FW06922_08.mp3,FW06922_108,http://www.folkways.si.edu/ernst-wolff/bald-gras-ich-am-neckar/world/music/track/smithsonian,Vocals,24.9921413545,0
Germany,,German,World,1963.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW03072/FW03072_04.mp3,FW03072_104,http://www.folkways.si.edu/wolfgang-roth/ich-habe-lust-i-long-to-fight/world/music/track/smithsonian,Vocals,31.7333649042,0
Ukraine,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00473/MON00473_04.mp3,MON00473_104,http://www.folkways.si.edu/george-bohachevsky/kazachok/world/music/track/smithsonian,nan,28.8224203234,1
Ukraine,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00426/MON00426_06.mp3,MON00426_106,http://www.folkways.si.edu/olga-pavlova/kyivskyi-vals-kiev-waltz/world/music/track/smithsonian,nan,27.0329903937,0
Germany,,German,World,1963.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW03072/FW03072_03.mp3,FW03072_103,http://www.folkways.si.edu/wolfgang-roth/as-buaala-buaala/world/music/track/smithsonian,Vocals,24.2350641193,0
Ukraine,,Russian,World,,http://media.smithsonianfolkways.org/audio/samples/collector/COLL01921/COLL01921_08.mp3,COLL01921_108,http://www.folkways.si.edu/nougzar-sharia/down-and-out/world/music/track/smithsonian,nan,25.612425883,0
Ukraine,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00426/MON00426_01.mp3,MON00426_101,http://www.folkways.si.edu/olga-pavlova/doshchyk-doshchyk-rain/world/music/track/smithsonian,nan,27.0138578222,0
Ukraine,,,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00301/MON00301_14.mp3,MON00301_206,http://www.folkways.si.edu/the-ukrainian-radio-ensemble-of-bandura-players/oi-divchina-shumit-hai-oh-maiden-the-frost-rustles/world/music/track/smithsonian,Bandura,50.1584666269,1
Ukraine,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71446/MON71446_03.mp3,MON71446_103,http://www.folkways.si.edu/michael-skorr-and-his-ukrainian-ensemble/zaporozhetz-sabre-dance/world/music/track/smithsonian,Accordion,42.7628366321,0
United Kingdom,,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW33548/FW33548_16.mp3,FW33548_208,http://www.folkways.si.edu/alasdair-clayre/travelling-north/world/music/track/smithsonian,nan,28.5682606028,0
Sweden,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00440/MON00440_04.mp3,MON00440_104,http://www.folkways.si.edu/erik-olaf-eriksson-karl-wennerburg-oscar-fival-and-karl-otto-westin/brudmarsch-fran-delsbo/world/music/track/smithsonian,Vocals,41.6473352159,1
Germany,,,World,1956.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06922/FW06922_02.mp3,FW06922_102,http://www.folkways.si.edu/ernst-wolff/der-mal-ist-gekommen/world/music/track/smithsonian,Vocals,33.4766734264,0
Germany,German,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61399/MON61399_06.mp3,MON61399_106,http://www.folkways.si.edu/georg-stern-willie-hofmann-und-will-hohne/narhalla-marsch-komm-trink-und-lach-am-rhein/world/music/track/smithsonian,nan,24.0268085877,1
Ukraine,,,World,1961.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08705/FW08705_07.mp3,FW08705_201,http://www.folkways.si.edu/paul-konoplenko-zaporozetz/bayda/world/music/track/smithsonian,Kobza,35.9720135338,1
Russia,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00772/MON00772_03.mp3,MON00772_103,http://www.folkways.si.edu/yulya/the-steppe/world/music/track/smithsonian,nan,33.4123657283,0
Philippines,,,World,1991.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71322/MON71322_06.mp3,MON71322_106,http://www.folkways.si.edu/bayanihan-philippine-dance-company/maglalatik/world/music/track/smithsonian,nan,123.336323147,1
Philippines,,,World,1991.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71322/MON71322_22.mp3,MON71322_122,http://www.folkways.si.edu/bayanihan-philippine-dance-company/ifugao-festival-dance/world/music/track/smithsonian,nan,28.2763742738,0
Ukraine,,,World,1961.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08705/FW08705_06.mp3,FW08705_106,http://www.folkways.si.edu/paul-konoplenko-zaporozetz/ukranian-folk-dances-highlanders-kolomeyka-carpathian-dance-choomak-doodochka/world/music/track/smithsonian,Kobza,67.6450746905,1
United States of America,Romani,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61463/MON61463_11.mp3,MON61463_111,http://www.folkways.si.edu/howard-frye/tsuika/world/music/track/smithsonian,Accordion,33.4405091835,0
Ukraine,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00462/MON00462_07.mp3,MON00462_201,http://www.folkways.si.edu/olga-pavlova-and-george-bohachevsky/marusia/world/music/track/smithsonian,nan,23.0430994294,0
Vietnam,Hue,,World,1965.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04352/FW04352_12.mp3,FW04352_112,http://www.folkways.si.edu/hat-bo-music-for-classical-theatre/music-of-classical-theatre-nam-chien/world/music/track/smithsonian,nan,60.8237200503,1
Philippines,Hanunoo,Hanunoo,World,1953.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04466/FW04466_17.mp3,FW04466_117,http://www.folkways.si.edu/hanunoo-man-and-woman/panlayisan-ambahan-gitgit-pahugut/world/music/track/smithsonian,Gitgit,20.3179846639,0
Germany,,,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08805/FW08805_16.mp3,FW08805_207,http://www.folkways.si.edu/erika-and-elsa-vopel/wohlan-die-zeit-ist-kommen-the-time-has-come/world/music/track/smithsonian,Vocals,27.5810313535,0
Philippines,Hanunoo,Hanunoo,World,1953.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04466/FW04466_03.mp3,FW04466_103,http://www.folkways.si.edu/young-hanunoo-girl/flute-solo/world/music/track/smithsonian,Flute,46.4085463628,1
Nigeria,Bolewa,,World,1971.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04532/FW04532_1_10.mp3,FW04532_204,http://www.folkways.si.edu/music-of-the-bolewa-people-bolewa-horns-with-singing-and-drums/world/music/track/smithsonian,Drum,97.5308225644,1
Germany,,,World,1956.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06922/FW06922_10.mp3,FW06922_201,http://www.folkways.si.edu/ernst-wolff/im-schoensten-wiesengrunde/world/music/track/smithsonian,Vocals,31.9536650431,0
Germany,,,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08805/FW08805_17.mp3,FW08805_208,http://www.folkways.si.edu/erika-and-elsa-vopel/wenn-die-bunten-fahnen-wehen-when-the-gay-flags-wave/world/music/track/smithsonian,Vocals,30.6628976215,0
Germany,German,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61398/MON61398_01.mp3,MON61398_101,http://www.folkways.si.edu/arne-dorumsgaard/der-jager-aus-kurpfalz/world/music/track/smithsonian,nan,23.2592007842,0
Nigeria,,,World,1989.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15005/HRT15005_05.mp3,HRT15005_105,http://www.folkways.si.edu/babatunde-olatunji/akiwowo/world/music/track/smithsonian,nan,152.468028183,1
Germany,,,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08805/FW08805_15.mp3,FW08805_206,http://www.folkways.si.edu/erika-and-elsa-vopel/der-mai-ist-gekommen-may-has-come/world/music/track/smithsonian,Vocals,32.9001312552,0
Nigeria,Yoruba,,World,1980.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04294/FW04294_02.mp3,FW04294_102,http://www.folkways.si.edu/elewe-egungun-drummers/elewe-music-abida-high-life-sikodramatic-dance-form/world/music/track/smithsonian,nan,103.659276196,1
Philippines,Magindanao,Magindanao,World,1955.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04536/FW04536_2_14.mp3,FW04536_214,http://www.folkways.si.edu/magindanaon-lullaby/bungbung-mangmang/world/music/track/smithsonian,Vocals,15.8824367927,0
Germany,,German,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW03071/FW03071_18.mp3,FW03071_206,http://www.folkways.si.edu/wolfgang-roth/ich-bin-der-arme-cunrad-poor-conrad-peasant-leader/world/music/track/smithsonian,Vocals,19.2923565588,0
Sweden,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00333/MON00333_16.mp3,MON00333_203,http://www.folkways.si.edu/saga-sjoberg-and-arne-dorumsgaard/staffans-visa-stephens-song/world/music/track/smithsonian,nan,16.1881468139,0
Germany,,,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08805/FW08805_10.mp3,FW08805_201,http://www.folkways.si.edu/erika-and-elsa-vopel/sah-ein-knab-ein-roslein-stehn-a-boy-saw-a-rose/world/music/track/smithsonian,Vocals,35.5940809993,0
Japan,Japanese,Japanese,World,1967.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08746/FW08746_03.mp3,FW08746_103,http://www.folkways.si.edu/isshi-yamada/oshi-mandarin-ducks/world/music/track/smithsonian,Vocals,66.9561950145,1
Sweden,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06844/FW06844_09.mp3,FW06844_204,http://www.folkways.si.edu/sven-bertil-taube/uti-var-hage-in-our-pasture/world/music/track/smithsonian,nan,19.5659503007,0
Ukraine,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00426/MON00426_10.mp3,MON00426_203,http://www.folkways.si.edu/olga-pavlova/podai-ruchenku-give-me-your-hand/world/music/track/smithsonian,nan,36.9952483695,0
Philippines,,,World,1991.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71322/MON71322_19.mp3,MON71322_119,http://www.folkways.si.edu/bayanihan-philippine-dance-company/mazurka-boholana/world/music/track/smithsonian,nan,48.0054298224,0
Germany,,German,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW03071/FW03071_17.mp3,FW03071_205,http://www.folkways.si.edu/wolfgang-roth/lied-aus-dem-bauernkrieg-song-of-the-peasants-war-von-erst-woellen-wir-loben-marjam/world/music/track/smithsonian,Vocals,20.0194795285,0
Germany,,,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08805/FW08805_14.mp3,FW08805_205,http://www.folkways.si.edu/erika-and-elsa-vopel/nun-will-der-lenz-uns-grussen/world/music/track/smithsonian,Vocals,37.3681172126,1
Russia,,,World,1975.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71789/MON71789_04.mp3,MON71789_104,http://www.folkways.si.edu/kauriga-balalaika-ensemble/troika/world/music/track/smithsonian,Balalaika,59.9545961734,1
Portugal,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00406/MON00406_11.mp3,MON00406_205,http://www.folkways.si.edu/manuel-fernandes-and-maria-do-espirito-santo/marcha-dos-namorados-the-march-of-the-sweethearts/world/music/track/smithsonian,Vocals,37.6515838441,0
Philippines,,,World,1955.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04506/FW04506_05.mp3,FW04506_105,http://www.folkways.si.edu/kalipay-merrymaking/world/music/track/smithsonian,Agung,113.400852241,1
Germany,,German,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW03071/FW03071_06.mp3,FW03071_106,http://www.folkways.si.edu/wolfgang-roth/a-soldiers-love-minnelied-minne-song-dort-niedn-in-jenem-holze/world/music/track/smithsonian,Vocals,16.0633211855,0
Nigeria,Yoruba,,World,1980.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04294/FW04294_06.mp3,FW04294_106,http://www.folkways.si.edu/iya-lu-and-emile-abo/elewe-music/world/music/track/smithsonian,nan,34.534493594,0
Philippines,,,World,1997.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15017/HRT15017_13.mp3,HRT15017_113,http://www.folkways.si.edu/danilo-kasaw/beating-the-gongs-criss-utom-smagi-semfefay/world/music/track/smithsonian,nan,127.762721296,1
Germany,,German,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08788/FW08788_22.mp3,FW08788_210,http://www.folkways.si.edu/ernst-wolff/am-rhein/world/music/track/smithsonian,Vocals,44.8869763742,0
Ukraine,,,World,1961.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08705/FW08705_11.mp3,FW08705_205,http://www.folkways.si.edu/paul-konoplenko-zaporozetz/there-stands-a-mountain/world/music/track/smithsonian,Kobza,81.2608082005,1
Uganda,Tooro,Tooro,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR135B/ILAMTR135B_03.mp3,ILAMTR135B_103,http://www.folkways.si.edu/yosamu-kanagwa-and-tooro-men/zali-mbogo-zali-nkanga/track/smithsonian,Vocals,162.194563956,1
Germany,,German,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08788/FW08788_07.mp3,FW08788_107,http://www.folkways.si.edu/ernst-wolff/was-kommt-dort-von-der-hoeh/world/music/track/smithsonian,Vocals,30.7184005314,0
Ukraine,Ukrainian|European American,Ukrainian,World,1976.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00779/MON00779_07.mp3,MON00779_107,http://www.folkways.si.edu/kobzari/vesnianka-ode-to-spring/world/music/track/smithsonian,Vocals,36.1451168729,1
Germany,German,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61398/MON61398_11.mp3,MON61398_111,http://www.folkways.si.edu/arne-dorumsgaard/muss-i-denn/world/music/track/smithsonian,nan,24.5855251688,0
Germany,,German,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08788/FW08788_03.mp3,FW08788_103,http://www.folkways.si.edu/ernst-wolff/burschen-heraus/world/music/track/smithsonian,Vocals,47.2858388817,0
Russia,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00606/MON00606_08.mp3,MON00606_202,http://www.folkways.si.edu/charles-shirley-ensemble/dark-night/world/music/track/smithsonian,nan,32.1391873969,0
India,Hindu,,World,1981.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04131/FW04131_2_04.mp3,FW04131_401,http://www.folkways.si.edu/s-ramanathan/caturdaa-ragamalika-the-14-worlds/world/music/track/smithsonian,Violin,55.6340312391,1
United States of America,Romani,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61463/MON61463_08.mp3,MON61463_108,http://www.folkways.si.edu/howard-frye/kalitka/tsiganka-medley/world/music/track/smithsonian,Accordion,32.5071228487,0
Philippines,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00723/MON00723_08.mp3,MON00723_202,http://www.folkways.si.edu/bayanihan-philippine-dance-company/paypay/world/music/track/smithsonian,nan,31.8565951558,0
United States of America,,,World,1989.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15023/HRT15023_01.mp3,HRT15023_101,http://www.folkways.si.edu/mickey-hart-bobby-vega-steve-douglas-mary-holloway-hart-taro-hart/music-to-be-born-by/world/music/track/smithsonian,nan,67.4439421011,1
Germany,German,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61419/MON61419_11.mp3,MON61419_111,http://www.folkways.si.edu/kaiser-wilhelms-hitparade-no-4/world/music/track/smithsonian,nan,19.7494228225,0
Germany,German,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61419/MON61419_03.mp3,MON61419_103,http://www.folkways.si.edu/gassenhauer-spatausgabe-no-1/world/music/track/smithsonian,nan,16.456581331,0
Germany,German,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61398/MON61398_05.mp3,MON61398_105,http://www.folkways.si.edu/arne-dorumsgaard/drunten-im-unterland/world/music/track/smithsonian,nan,15.7410686758,0
Germany,,German,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08788/FW08788_06.mp3,FW08788_106,http://www.folkways.si.edu/ernst-wolff/vive-la-compagneia/world/music/track/smithsonian,Vocals,40.4992768889,0
Philippines,,,World,1991.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71322/MON71322_08.mp3,MON71322_108,http://www.folkways.si.edu/bayanihan-philippine-dance-company/jota-moncadena/world/music/track/smithsonian,nan,72.177118858,1
United Kingdom,Scottish,English,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08757/FW08757_14.mp3,FW08757_204,http://www.folkways.si.edu/ewan-maccoll-and-peggy-seeger/maggie-lauder/world/music/track/smithsonian,nan,32.0979748226,0
Germany,German,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61419/MON61419_10.mp3,MON61419_110,http://www.folkways.si.edu/stimmung-ist-auch-die-zweite-burgerpflicht/world/music/track/smithsonian,nan,18.2028667052,0
Philippines,,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00792/MON00792_01.mp3,MON00792_101,http://www.folkways.si.edu/bayanihan-philippine-dance-company/tacon-y-punte/world/music/track/smithsonian,nan,60.1385761607,1
United States of America,Romani,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00479/MON00479_07.mp3,MON00479_203,http://www.folkways.si.edu/mirko-basaldella/when-a-gypsy-makes-his-violin-cry/world/music/track/smithsonian,Guitar,26.3150813583,0
Germany,German,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61419/MON61419_08.mp3,MON61419_108,http://www.folkways.si.edu/kaiser-wilhelms-hitparade-no-3/world/music/track/smithsonian,nan,19.9488036762,0
United States of America,,,World,1975.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00764/MON00764_02.mp3,MON00764_102,http://www.folkways.si.edu/george-abdo/raks-abdo-adbos-dance/world/music/track/smithsonian,Oud,30.8035737277,0
Germany,,,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08805/FW08805_05.mp3,FW08805_105,http://www.folkways.si.edu/erika-and-elsa-vopel/es-dunkelt-schon-in-der-heide-it-is-dark-on-the-heather/world/music/track/smithsonian,Vocals,33.2388322805,1
Sweden,,,World,1954.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06844/FW06844_03.mp3,FW06844_103,http://www.folkways.si.edu/sven-bertil-taube/brevet-fran-lillian-or-pappa-kom-hem-the-letter/world/music/track/smithsonian,nan,24.92965915,0
United States of America,Romani,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61463/MON61463_01.mp3,MON61463_101,http://www.folkways.si.edu/howard-frye/czardas/world/music/track/smithsonian,Accordion,15.5568248731,0
Philippines,,,World,1991.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71322/MON71322_18.mp3,MON71322_118,http://www.folkways.si.edu/bayanihan-philippine-dance-company/tinikling-2/world/music/track/smithsonian,nan,27.5599556485,0
United States of America,Romani,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61463/MON61463_03.mp3,MON61463_103,http://www.folkways.si.edu/howard-frye/romance-de-amor/tico-tico-medley/world/music/track/smithsonian,Accordion,40.7981412893,0
United Kingdom,Scottish,English,World,1956.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06927/FW06927_03.mp3,FW06927_103,http://www.folkways.si.edu/rory-and-alex-mcewen/the-bonny-earl-o-moray-child-no-181/world/music/track/smithsonian,Vocals,25.9706208607,0
Sweden,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00440/MON00440_21.mp3,MON00440_209,http://www.folkways.si.edu/erik-olaf-eriksson-karl-wennerburg-oscar-fival-and-karl-otto-westin/ganglat-fran-mockfjard/world/music/track/smithsonian,Vocals,63.6736951212,1
India,,,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04380/FW04380_04.mp3,FW04380_104,http://www.folkways.si.edu/male-assam-soloist-singers-with-percussion-from-mebo-arbor-hills/abor-song-no4/world/music/track/smithsonian,nan,37.4445005909,0
United States of America,,,World,1989.0,http://media.smithsonianfolkways.org/audio/samples/hart/HRT15007/HRT15007_02.mp3,HRT15007_102,http://www.folkways.si.edu/rhythm-devils/trenches/world/music/track/smithsonian,nan,67.0571762514,1
